id,level,system,label,raw_line
184,INFO,BGL,0,051104 140526 141926 INFO BGL|RAS.KERNEL: iar 001007a8 dear 065b4cac
185,INFO,BGL,0,051104 142011 142811 INFO BGL|RAS.KERNEL: iar 001066ac dear 025252bc
186,INFO,BGL,0,051104 153411 147251 INFO BGL|RAS.KERNEL: iar 00106570 dear 0245a5ec
187,INFO,BGL,0,051104 155446 148486 INFO BGL|RAS.KERNEL: iar 00106348 dear 024696bc
188,INFO,BGL,0,051108 100913 473353 INFO BGL|RAS.KERNEL: iar 001061e8 dear 0247012c
189,INFO,BGL,0,051108 111859 477539 INFO BGL|RAS.KERNEL: iar 001061b4 dear 0247017c
190,INFO,BGL,0,051109 162545 582345 INFO BGL|RAS.KERNEL: iar 00106448 dear 0246db5c
191,INFO,BGL,0,051110 230341 692621 INFO BGL|RAS.KERNEL: iar 00106274 dear 0246da8c
192,INFO,BGL,0,051110 230401 692641 INFO BGL|RAS.KERNEL: iar 00106448 dear 0246dacc
193,INFO,BGL,0,051110 230409 692649 INFO BGL|RAS.KERNEL: iar 00106298 dear 02f7a18c
194,INFO,BGL,0,051111 043952 712792 INFO BGL|RAS.KERNEL: ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.new_comp
195,INFO,BGL,1,"051115 054123 62083 INFO BGL|RAS.KERNEL: critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type"
196,INFO,BGL,0,051115 075303 69983 INFO BGL|RAS.KERNEL: ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111
197,INFO,BGL,1,"051115 094912 76952 INFO BGL|NULL.DISCOVERY: Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 07570DD8002FFFFF09031B7090E2, found 04D480D8482FFFFF0A071BA052DE"
198,INFO,BGL,0,051117 053526 234526 INFO BGL|RAS.KERNEL: 18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 198 seconds
199,INFO,BGL,0,051204 090428 715868 INFO BGL|RAS.KERNEL: total of 1 ddr error(s) detected and corrected over 2487 seconds
200,INFO,BGL,1,"051206 160430 913870 INFO BGL|RAS.KERNEL: critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type"
201,INFO,BGL,0,051220 081520 95320 INFO BGL|RAS.KERNEL: ciod: generated 128 core files for program /g/g24/germann2/SPaSM_static/SPaSM_mpi
202,INFO,BGL,0,060103 071309 301189 INFO BGL|RAS.KERNEL: ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13
203,INFO,HDFS,0,081109 204005 35 INFO HDFS|dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_7128370237687728475 size 67108864
204,INFO,HDFS,0,081109 204815 653 INFO HDFS|dfs.DataNode$DataXceiver: Receiving block blk_5792489080791696128 src: /10.251.30.6:33145 dest: /10.251.30.6:50010
205,INFO,HDFS,0,081109 205931 13 INFO HDFS|dfs.DataBlockScanner: Verification succeeded for blk_-4980916519894289629
206,INFO,HDFS,0,081109 213837 19 INFO HDFS|dfs.FSDataset: Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563
207,INFO,HDFS,0,081109 234110 26 INFO HDFS|dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708
208,INFO,HDFS,0,081110 212510 19 INFO HDFS|dfs.FSNamesystem: BLOCK* ask 10.250.18.114:50010 to delete  blk_-5140072410813878235
209,INFO,HDFS,0,081111 050334 20441 INFO HDFS|dfs.DataNode$DataXceiver: Received block blk_-4411589101766563890 src: /10.250.14.38:37362 dest: /10.250.14.38:50010 of size 67108864
210,INFO,HDFS,0,081111 080934 19 INFO HDFS|dfs.FSNamesystem: BLOCK* ask 10.250.14.38:50010 to replicate blk_-7571492020523929240 to datanode(s) 10.251.122.38:50010
211,INFO,ZookeeperFull,0,150729 174141 963173 INFO ZookeeperFull|main:QuorumPeerConfig@334: Defaulting to majority quorums
212,INFO,Zookeeper,0,150729 174144 920420 INFO Zookeeper|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:FastLeaderElection@774: Notification time out: 3200
213,INFO,ZookeeperFull,0,150729 174228 192148 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Learner@322: Getting a diff from the leader 0x0
214,INFO,ZookeeperFull,0,150729 174228 301208 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:ZooKeeperServer@162: Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /var/lib/zookeeper/version-2 snapdir /var/lib/zookeeper/version-2
215,INFO,ZookeeperFull,0,150729 174228 75114 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Learner@85: TCP NoDelay set to: true
216,INFO,ZookeeperFull,0,150729 174228 934618 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100: Server environment:host.name=node1
217,INFO,ZookeeperFull,0,150729 174228 934618 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100: Server environment:java.compiler=<NA>
218,INFO,ZookeeperFull,0,150729 174228 934618 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100: Server environment:java.io.tmpdir=/tmp
219,INFO,ZookeeperFull,0,150729 174228 934618 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100: Server environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
220,INFO,ZookeeperFull,0,150729 174228 934618 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100: Server environment:java.version=1.7.0_79
221,INFO,ZookeeperFull,0,150729 174228 934618 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100: Server environment:os.version=3.16.0-30-generic
222,INFO,ZookeeperFull,0,150729 193725 161050 INFO ZookeeperFull|SyncThread:1:FileTxnLog@199: Creating new log file: log.100000001
223,INFO,Zookeeper,0,150729 195413 335346 INFO Zookeeper|NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@832: Client attempting to renew session 0x24ed93119420016 at /10.10.34.13:37115
224,INFO,Zookeeper,0,150729 210141 794105 INFO Zookeeper|NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@839: Client attempting to establish new session at /10.10.34.19:33425
225,INFO,Zookeeper,0,150730 174358 934618 INFO Zookeeper|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100: Server environment:user.dir=/
226,INFO,ZookeeperFull,0,150730 175238 707046 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:FollowerZooKeeperServer@139: Shutting down
227,INFO,ZookeeperFull,0,150730 175549 540078 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Leader@58: TCP NoDelay set to: true
228,INFO,ZookeeperFull,0,150730 175549 990885 INFO ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:QuorumPeer@750: LEADING
229,INFO,Zookeeper,0,"150730 200634 80784 INFO Zookeeper|SessionTracker:ZooKeeperServer@325: Expiring session 0x24ede63a01b003b, timeout of 10000ms exceeded"
230,INFO,Zookeeper,0,150730 235253 539604 INFO Zookeeper|main:QuorumPeer@933: minSessionTimeout set to -1
231,INFO,Zookeeper,0,150810 182350 934618 INFO Zookeeper|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100: Server environment:java.vendor=Oracle Corporation
232,INFO,Zookeeper,0,150810 182522 934618 INFO Zookeeper|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Environment@100: Server environment:user.name=zookeeper
233,INFO,Zookeeper,0,150818 160918 490523 INFO Zookeeper|QuorumPeer[myid=2]/0:0:0:0:0:0:0:0:2181:Environment@100: Server environment:java.class.path=/etc/zookeeper/conf:/usr/share/java/jline.jar:/usr/share/java/log4j-1.2.jar:/usr/share/java/xercesImpl.jar:/usr/share/java/xmlParserAPIs.jar:/usr/share/java/netty.jar:/usr/share/java/slf4j-api.jar:/usr/share/java/slf4j-log4j12.jar:/usr/share/java/zookeeper.jar
234,INFO,Zookeeper,0,150818 160918 754544 INFO Zookeeper|LearnerHandler-/10.10.34.11:49928:Leader@598: Have quorum of supporters; starting up and setting last processed zxid: 0xb00000000
235,INFO,Zookeeper,0,150820 171229 59810 INFO Zookeeper|QuorumPeer[myid=2]/0:0:0:0:0:0:0:0:2181:FinalRequestProcessor@415: shutdown of request processor complete
236,INFO,Zookeeper,0,150825 111453 599584 INFO Zookeeper|LearnerHandler-/10.10.34.11:32976:LearnerHandler@395: Sending DIFF
237,INFO,HadoopFull,0,151017 153804 878758 INFO HadoopFull|org.apache.hadoop.mapred.YarnChild: Executing with tokens:
238,INFO,HadoopFull,0,151017 153804 878758 INFO HadoopFull|org.apache.hadoop.mapred.YarnChild: mapreduce.cluster.local.dir for child: /tmp/hadoop-msrabi/nm-local-dir/usercache/msrabi/appcache/application_1445062781478_0011
239,INFO,HadoopFull,0,151017 153804 878758 INFO HadoopFull|org.apache.hadoop.metrics2.impl.MetricsSystemImpl: MapTask metrics system started
240,INFO,HadoopFull,0,"151017 153805 878758 INFO HadoopFull|org.apache.hadoop.conf.Configuration.deprecation: session.id is deprecated. Instead, use dfs.metrics.session-id"
241,INFO,HadoopFull,0,151017 153805 878758 INFO HadoopFull|org.apache.hadoop.mapred.MapTask: Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer
242,INFO,HadoopFull,0,151017 153805 878758 INFO HadoopFull|org.apache.hadoop.mapred.MapTask: Processing split: hdfs://msra-sa-41:9000/pageinput2.txt:0+134217728
243,INFO,HadoopFull,0,151017 153805 878758 INFO HadoopFull|org.apache.hadoop.mapred.Task: Using ResourceCalculatorProcessTree : org.apache.hadoop.yarn.util.WindowsBasedProcessTree@1153ed81
244,INFO,HadoopFull,0,151017 153811 878758 INFO HadoopFull|org.apache.hadoop.mapred.MapTask: Spilling map output
245,INFO,HadoopFull,0,151017 153811 878758 INFO HadoopFull|org.apache.hadoop.mapred.MapTask: bufstart = 0; bufend = 48233939; bufvoid = 104857600
246,INFO,HadoopFull,0,151017 153811 878758 INFO HadoopFull|org.apache.hadoop.mapred.MapTask: kvstart = 26214396(104857584); kvend = 17301360(69205440); length = 8913037/6553600
247,INFO,HadoopFull,0,151017 153812 520013 INFO HadoopFull|org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy: Opening proxy : MININT-75DGDAM1.fareast.corp.microsoft.com:51951
248,INFO,HadoopFull,0,151017 154029 687506 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned to reduce
249,INFO,HadoopFull,0,151017 154029 942214 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445062781478_0011_r_000000 Task Transitioned from SCHEDULED to RUNNING
250,INFO,HadoopFull,0,151017 154032 878758 INFO HadoopFull|org.apache.hadoop.mapred.ReduceTask: Using ShuffleConsumerPlugin: org.apache.hadoop.mapreduce.task.reduce.Shuffle@35c7d3d3
251,INFO,HadoopFull,0,151017 154033 616758 INFO HadoopFull|org.apache.hadoop.mapreduce.task.reduce.Fetcher: for url=13562/mapOutput?job=job_1445062781478_0011&reduce=0&map=attempt_1445062781478_0011_m_000005_0 sent hash and received reply
252,INFO,HadoopFull,0,151017 154033 616758 INFO HadoopFull|org.apache.hadoop.mapreduce.task.reduce.MergeManagerImpl: attempt_1445062781478_0011_m_000005_0: Shuffling to disk since 60514806 is greater than maxSingleShuffleLimit (35232152)
253,INFO,HadoopFull,0,151017 154033 878906 INFO HadoopFull|org.apache.hadoop.mapreduce.task.reduce.OnDiskMapOutput: Read 56695790 bytes from map-output for attempt_1445062781478_0011_m_000009_0
254,INFO,HadoopFull,0,151017 154033 878906 INFO HadoopFull|org.apache.hadoop.mapreduce.task.reduce.ShuffleSchedulerImpl: MSRA-SA-39.fareast.corp.microsoft.com:13562 freed by fetcher#5 in 827ms
255,INFO,HadoopFull,0,151017 154033 980704 INFO HadoopFull|org.apache.hadoop.mapreduce.task.reduce.EventFetcher: attempt_1445062781478_0011_r_000000_0 Thread started: EventFetcher for fetching Map Completion Events
256,INFO,HadoopFull,0,151017 154127 878758 INFO HadoopFull|org.apache.hadoop.mapreduce.task.reduce.MergeManagerImpl: finalMerge called with 0 in-memory map-outputs and 10 on-disk map-outputs
257,INFO,HadoopFull,0,151017 154150 613549 INFO HadoopFull|org.apache.hadoop.hdfs.DFSClient: Abandoning BP-1347369012-10.190.173.170-1444972147527:blk_1073742515_1710
258,INFO,HadoopFull,0,151017 154150 613549 INFO HadoopFull|org.apache.hadoop.hdfs.DFSClient: Excluding datanode 10.86.164.9:50010
259,INFO,HadoopFull,0,151017 154246 391264 INFO HadoopFull|org.apache.hadoop.mapred.TaskAttemptListenerImpl: Done acknowledgement from attempt_1445062781478_0011_r_000000_0
260,INFO,HadoopFull,0,151017 154246 456800 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: Result of canCommit for attempt_1445062781478_0011_r_000000_0:true
261,INFO,HadoopFull,0,151017 154246 942214 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Calling handler for JobFinishedEvent
262,INFO,HadoopFull,0,151017 154246 942214 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: Task succeeded with attempt attempt_1445062781478_0011_r_000000_0
263,INFO,HadoopFull,0,151017 154246 942214 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: attempt_1445062781478_0011_r_000000_0 given a go for committing the task output.
264,INFO,HadoopFull,0,151017 154246 942214 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445062781478_0011_r_000000 Task Transitioned from RUNNING to SUCCEEDED
265,INFO,HadoopFull,0,151017 154246 993816 INFO HadoopFull|org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler: Stopped JobHistoryEventHandler. super.stop()
266,INFO,HadoopFull,0,151017 154246 993816 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.MRAppMaster: Calling stop for all the services
267,INFO,HadoopFull,0,151017 154246 993816 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.MRAppMaster: We are finishing cleanly so this is the last retry
268,INFO,HadoopFull,0,151017 154246 993816 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: RMCommunicator notified that shouldUnregistered is: true
269,INFO,HadoopFull,0,151017 154247 993816 INFO HadoopFull|org.apache.hadoop.ipc.Server: Stopping server on 47468
270,INFO,HadoopFull,0,151017 154247 993816 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Final Stats: PendingReds:0 ScheduledMaps:0 ScheduledReds:0 AssignedMaps:0 AssignedReds:1 CompletedMaps:10 CompletedReds:0 ContAlloc:13 ContRel:0 HostLocal:12 RackLocal:0
271,INFO,HadoopFull,0,151017 154352 687506 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Going to preempt 1 due to lack of space for maps
272,INFO,HadoopFull,0,151017 154522 616758 INFO HadoopFull|org.apache.hadoop.mapreduce.task.reduce.ShuffleSchedulerImpl: MININT-FNANLI5.fareast.corp.microsoft.com:13562 freed by fetcher#1 in 49273ms
273,INFO,HadoopFull,0,151017 154529 323402 INFO HadoopFull|org.apache.hadoop.ipc.Client: Retrying connect to server: 04DN8IQ.fareast.corp.microsoft.com/10.86.164.9:64484. Already tried 0 time(s); maxRetries=45
274,INFO,HadoopFull,0,151017 154935 878758 INFO HadoopFull|org.apache.hadoop.metrics2.impl.MetricsSystemImpl: ReduceTask metrics system shutdown complete.
275,INFO,HadoopFull,0,151017 154935 878758 INFO HadoopFull|org.apache.hadoop.metrics2.impl.MetricsSystemImpl: Stopping ReduceTask metrics system...
276,INFO,HadoopFull,0,151017 155328 878758 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.MRAppMaster: Previous history file is at hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445062781478_0013/job_1445062781478_0013_1.jhist
277,INFO,HadoopFull,0,151017 155329 878758 INFO HadoopFull|org.apache.hadoop.mapreduce.v2.app.client.MRClientService: Instantiated MRClientService at MININT-75DGDAM1.fareast.corp.microsoft.com/10.86.165.66:52871
278,INFO,Hadoop,0,151018 180150 878758 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.MRAppMaster: OutputCommitter set in config null
279,INFO,Hadoop,0,151018 180150 878758 INFO Hadoop|org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class org.apache.hadoop.mapreduce.jobhistory.EventType for class org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler
280,INFO,Hadoop,0,151018 180150 878758 INFO Hadoop|org.apache.hadoop.yarn.event.AsyncDispatcher: Registering class org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncher$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerLauncherRouter
281,INFO,Hadoop,0,151018 180151 878758 INFO Hadoop|org.apache.hadoop.http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
282,INFO,Hadoop,0,151018 180151 878758 INFO Hadoop|org.apache.hadoop.http.HttpServer2: adding path spec: /ws/*
283,INFO,Hadoop,0,151018 180151 878758 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Not uberizing job_1445144423722_0020 because: not enabled; too many maps; too much input;
284,INFO,Hadoop,0,151018 180151 878758 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Number of reduces for job job_1445144423722_0020 = 1
285,INFO,Hadoop,0,151018 180151 878758 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: job_1445144423722_0020Job Transitioned from NEW to INITED
286,INFO,Hadoop,0,151018 180151 878758 INFO Hadoop|org.apache.hadoop.metrics2.impl.MetricsSystemImpl: Scheduled snapshot period at 10 second(s).
287,INFO,Hadoop,0,151018 180151 878758 INFO Hadoop|org.mortbay.log: jetty-6.1.26
288,INFO,Hadoop,0,151018 180151 972605 INFO Hadoop|org.apache.hadoop.ipc.Server: Starting Socket Reader #1 for port 62260
289,INFO,Hadoop,0,151018 180152 878758 INFO Hadoop|org.apache.hadoop.yarn.webapp.WebApps: Web app /mapreduce started at 62267
290,INFO,Hadoop,0,151018 180153 878758 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: maxTaskFailuresPerNode is 3
291,INFO,Hadoop,0,151018 180153 878758 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: nodeBlacklistingEnabled:true
292,INFO,Hadoop,0,151018 180153 942214 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED
293,INFO,Hadoop,0,151018 180153 942214 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator: JOB_CREATE job_1445144423722_0020
294,INFO,Hadoop,0,"151018 180154 687506 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:10240, vCores:-17>"
295,INFO,Hadoop,0,"151018 180154 687506 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4"
296,INFO,Hadoop,0,151018 180156 687506 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0
297,INFO,Hadoop,0,151018 180157 942214 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: Adding #0 tokens and #1 secret keys for NM use for launching container
298,INFO,Hadoop,0,151018 180157 942214 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: Putting shuffle token in serviceData
299,INFO,Hadoop,0,151018 180157 942214 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.xml
300,INFO,Hadoop,0,151018 180157 942214 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.jar
301,INFO,Hadoop,0,151018 180158 323402 INFO Hadoop|org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy: Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368
302,INFO,Hadoop,0,151018 180158 687506 INFO Hadoop|org.apache.hadoop.yarn.util.RackResolver: Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack
303,INFO,Hadoop,0,151018 180202 103678 INFO Hadoop|SecurityLogger.org.apache.hadoop.ipc.Server: Auth successful for job_1445144423722_0020 (auth:SIMPLE)
304,INFO,Hadoop,0,151018 180202 949460 INFO Hadoop|org.apache.hadoop.mapred.TaskAttemptListenerImpl: JVM with ID: jvm_1445144423722_0020_m_000002 given task: attempt_1445144423722_0020_m_000000_0
305,INFO,Hadoop,0,151018 180247 454476 INFO Hadoop|org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy: Opening proxy : MSRA-SA-41.fareast.corp.microsoft.com:7109
306,INFO,Hadoop,0,151018 180450 942214 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Num completed Tasks: 1
307,INFO,Hadoop,0,151018 180450 942214 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: Task succeeded with attempt attempt_1445144423722_0020_m_000003_0
308,INFO,Hadoop,0,151018 180626 613547 INFO Hadoop|org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Added attempt_1445144423722_0020_m_000002_1 to list of failed maps
309,INFO,Hadoop,1,151018 180626 949460 INFO Hadoop|org.apache.hadoop.mapred.TaskAttemptListenerImpl: Diagnostics report from attempt_1445144423722_0020_m_000002_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
310,INFO,Spark,0,"170609 201040 525283 INFO Spark|spark.SecurityManager: Changing modify acls to: yarn,curi"
311,INFO,Spark,0,170609 201041 304390 INFO Spark|Remoting: Remoting started; listening on addresses :[akka.tcp://sparkExecutorActorSystem@mesos-slave-07:55904]
312,INFO,Spark,0,170609 201041 623978 INFO Spark|storage.MemoryStore: MemoryStore started with capacity 17.7 GB
313,INFO,Spark,0,170609 201041 833269 INFO Spark|slf4j.Slf4jLogger: Slf4jLogger started
314,INFO,Spark,0,170609 201042 107948 INFO Spark|executor.CoarseGrainedExecutorBackend: Connecting to driver: spark://CoarseGrainedScheduler@10.10.34.11:48069
315,INFO,Spark,0,170609 201042 237741 INFO Spark|executor.Executor: Starting executor ID 5 on host mesos-slave-07
316,INFO,Spark,0,170609 201045 16419 INFO Spark|broadcast.TorrentBroadcast: Started reading broadcast variable 9
317,INFO,Spark,0,"170609 201046 623978 INFO Spark|storage.MemoryStore: Block broadcast_9 stored as values in memory (estimated size 8.8 KB, free 14.0 KB)"
318,INFO,Spark,0,170609 201046 926110 INFO Spark|rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292
319,INFO,Spark,0,"170609 201047 174037 INFO Spark|Configuration.deprecation: mapred.job.id is deprecated. Instead, use mapreduce.job.id"
320,INFO,Spark,0,"170609 201047 174037 INFO Spark|Configuration.deprecation: mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap"
321,INFO,Spark,0,"170609 201048 623978 INFO Spark|storage.MemoryStore: Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)"
322,INFO,Spark,0,"170609 201048 886989 INFO Spark|python.PythonRunner: Times: total = 1072, boot = 856, init = 210, finish = 6"
323,WARN,BGL,1,050628 095339 977619 WARN BGL|NULL.DISCOVERY: Node card is not fully functional
324,WARN,BGL,0,"050805 102313 262593 WARN BGL|NULL.HARDWARE: PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310"
325,WARN,BGL,0,"051203 092959 630999 WARN BGL|NULL.HARDWARE: PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648"
326,WARN,HDFS,1,081109 214043 2561 WARN HDFS|dfs.DataNode$DataXceiver: 10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:
327,WARN,Zookeeper,0,150729 190429 103727 WARN Zookeeper|SendWorker:188978561024:QuorumCnxManager$SendWorker@679: Interrupted while waiting for message on queue
328,WARN,Zookeeper,0,150729 190429 169263 WARN Zookeeper|SendWorker:188978561024:QuorumCnxManager$SendWorker@688: Send worker leaving thread
329,WARN,Zookeeper,0,"150729 191324 648116 WARN Zookeeper|RecvWorker:188978561024:QuorumCnxManager$RecvWorker@762: Connection broken for id 188978561024, my id = 1, error ="
330,WARN,Zookeeper,0,150729 191407 844727 WARN Zookeeper|RecvWorker:188978561024:QuorumCnxManager$RecvWorker@765: Interrupting SendWorker
331,WARN,ZookeeperFull,0,150729 193725 125848 WARN ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Follower@118: Got zxid 0x100000001 expected 0x1
332,WARN,Zookeeper,0,150729 195205 402846 WARN Zookeeper|NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@349: caught end of stream exception
333,WARN,ZookeeperFull,1,150729 195310 367843 WARN ZookeeperFull|SendWorker:3:QuorumCnxManager$SendWorker@684: Exception when using channel: for id 3 my id = 1 error = java.net.SocketException: Broken pipe
334,WARN,Zookeeper,0,150730 161201 990712 WARN Zookeeper|NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@793: Connection request from old client /10.10.34.19:33442; will be dropped if server is in r-o mode
335,WARN,ZookeeperFull,0,"150730 175238 126612 WARN ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Learner@232: Unexpected exception, tries=0, connecting to /10.10.34.13:2888"
336,WARN,ZookeeperFull,1,150730 175238 947887 WARN ZookeeperFull|QuorumPeer[myid=1]/0:0:0:0:0:0:0:0:2181:Follower@89: Exception when following the leader
